Date_Time,Model_Name,Train_AUC,Validation_AUC,Accuracy,Precision,Recall,F1_Score,Log_Loss,MCC,Balanced_Accuracy,Confusion_Matrix_TP,Confusion_Matrix_FP,Confusion_Matrix_FN,Confusion_Matrix_TN,Model_Filename,Learning_Rate,N_Estimators,Max_Depth,Min_Child_Weight,Gamma,Subsample,Colsample_Bytree,Reg_Lambda,Reg_Alpha,random_state,scale_pos_weight,kaggle_score
20230629_160134,XGBoost,0.9999995441799596,0.9810403484910016,0.987343725883624,0.8974358974358975,0.7835820895522388,0.8366533864541833,0.0426275772761839,0.8321690494042151,0.8898589887464945,420,48,116,12374,Models\XGBoost_model-20230629_160134.pickle,0.01,1500,14.0,5.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_161609,XGBoost,0.9999992492375808,0.9810380956271612,0.987343725883624,0.8940677966101694,0.7873134328358209,0.8373015873015873,0.0427308795354457,0.8325630664752209,0.8916441580537179,422,50,114,12372,Models\XGBoost_model-20230629_161609.pickle,0.01,1500,14.0,5.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_162901,XGBoost,0.9999996156811424,0.9810658809478608,0.987112208674178,0.89171974522293,0.7835820895522388,0.8341608738828203,0.0429006782786125,0.8293572736225193,0.889738235244643,420,51,116,12371,Models\XGBoost_model-20230629_162901.pickle,0.01,1500,20.0,5.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_163627,XGBoost,0.9999998569976344,0.9809018724602714,0.9876524154962184,0.9034334763948498,0.7854477611940298,0.8403193612774451,0.0430621036464797,0.8361397137871689,0.8909125780692416,421,45,115,12377,Models\XGBoost_model-20230629_163627.pickle,0.01,1500,20.0,5.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_164504,XGBoost,0.9999997854964516,0.9812744961394924,0.9874208982867726,0.8959660297239915,0.7873134328358209,0.8381330685203575,0.0431039236662565,0.8334987034260766,0.8916844092210017,422,49,114,12373,Models\XGBoost_model-20230629_164504.pickle,0.01,1500,20.0,5.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_165412,XGBoost,0.999999892748226,0.9805975856508796,0.9874980706899212,0.9012875536480688,0.7835820895522388,0.8383233532934131,0.0429392756197233,0.8340583362070333,0.8899394910810623,420,46,116,12376,Models\XGBoost_model-20230629_165412.pickle,0.01,1500,20.0,5.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_170320,XGBoost,0.999999535242312,0.9805007125057372,0.98757524309307,0.9014989293361884,0.7854477611940298,0.839481555333998,0.0432211300182526,0.8351914364957838,0.8908723269019577,421,46,115,12376,Models\XGBoost_model-20230629_170320.pickle,0.01,1500,20.0,5.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_171226,XGBoost,0.9999993743646504,0.9808377409362782,0.98757524309307,0.9014989293361884,0.7854477611940298,0.839481555333998,0.0430122463725478,0.8351914364957838,0.8908723269019577,421,46,115,12376,Models\XGBoost_model-20230629_171226.pickle,0.01,1500,20.0,5.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_172953,XGBoost,1.0,0.9810576204471124,0.9876524154962184,0.9069264069264068,0.7817164179104478,0.8396793587174348,0.0430734554421624,0.8357828955316198,0.8891274087620182,419,43,117,12379,Models\XGBoost_model-20230629_172953.pickle,0.01,1500,20.0,3.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_173921,XGBoost,1.0,0.9810338902813256,0.9874980706899212,0.9030172413793104,0.7817164179104478,0.838,0.0437403070224956,0.8338738950414136,0.8890469064274507,419,45,117,12377,Models\XGBoost_model-20230629_173921.pickle,0.01,1500,20.0,3.0,0.1,0.7,0.8,1.0,1.0,,21.964111652636245,
20230629_175419,XGBoost,0.9999997408082124,0.9798195966712886,0.9878067603025158,0.921875,0.7705223880597015,0.8394308943089431,0.0422305438303151,0.8367674059143745,0.883852403174916,413,35,123,12387,Models\XGBoost_model-20230629_175419.pickle,0.01,1500,20.0,3.0,0.1,0.5,0.6,0.8,0.8,,21.964111652636245,
20230629_180530,XGBoost,0.9999991956116936,0.980477733294564,0.9872665534804754,0.9168539325842696,0.7611940298507462,0.8318042813455657,0.0425399032530262,0.8291059951865466,0.8791077217358707,408,37,128,12385,Models\XGBoost_model-20230629_180530.pickle,0.008,1500,20.0,3.0,0.15,0.5,0.6,0.5,0.5,,21.964111652636245,
20230629_181240,XGBoost,0.9999989542952016,0.9796745122399596,0.98757524309307,0.9175946547884188,0.7686567164179104,0.8365482233502538,0.0429611713388384,0.8336618602328484,0.8828390650194528,412,37,124,12385,Models\XGBoost_model-20230629_181240.pickle,0.008,1500,20.0,3.0,0.15,0.5,0.6,0.5,0.5,,21.964111652636245,
20230629_181952,XGBoost,0.9999991151728628,0.9798057791064,0.9874208982867726,0.9135254988913526,0.7686567164179104,0.8348530901722392,0.0427865539104109,0.8317029122230103,0.8827585626848851,412,39,124,12383,Models\XGBoost_model-20230629_181952.pickle,0.008,1500,20.0,3.0,0.15,0.5,0.6,0.5,0.5,,21.964111652636245,
20230629_182705,XGBoost,0.9999983644104437,0.9797818987496903,0.98757524309307,0.9213483146067416,0.7649253731343284,0.835881753312946,0.0428304512071709,0.8333622643653614,0.8810538957122294,410,35,126,12387,Models\XGBoost_model-20230629_182705.pickle,0.008,1500,20.0,3.0,0.15,0.5,0.6,0.5,0.5,,21.964111652636245,
20230629_183414,XGBoost,0.9999979979668816,0.9800019284514476,0.9878839327056644,0.9239373601789708,0.7705223880597015,0.8402848423194302,0.0426177809119514,0.8377572240295497,0.8838926543421999,413,34,123,12388,Models\XGBoost_model-20230629_183414.pickle,0.008,1500,20.0,3.0,0.15,0.5,0.6,0.5,0.5,,21.964111652636245,
20230629_184120,XGBoost,0.999998578913992,0.9806151579888356,0.9874208982867726,0.9135254988913526,0.7686567164179104,0.8348530901722392,0.0427446943733538,0.8317029122230103,0.8827585626848851,412,39,124,12383,Models\XGBoost_model-20230629_184120.pickle,0.008,1500,20.0,3.0,0.15,0.5,0.6,0.5,0.5,,21.964111652636245,
20230629_184825,XGBoost,0.9999990883599192,0.9795845478772616,0.9876524154962184,0.92152466367713,0.7667910447761194,0.8370672097759674,0.0424156708673773,0.8344986405566724,0.8819867315331249,411,35,125,12387,Models\XGBoost_model-20230629_184825.pickle,0.008,1500,20.0,3.0,0.15,0.5,0.6,0.5,0.5,,21.964111652636245,
20230629_185528,XGBoost,0.99999846272457,0.9803066658336076,0.9874980706899212,0.9174107142857144,0.7667910447761194,0.8353658536585366,0.0424191139094141,0.8325249029726547,0.8819062291985572,411,37,125,12385,Models\XGBoost_model-20230629_185528.pickle,0.008,1500,20.0,3.0,0.15,0.5,0.6,0.5,0.5,,21.964111652636245,
20230629_191728,XGBoost,0.9999247807556996,0.9802106938340016,0.9876524154962184,0.9585365853658536,0.7332089552238806,0.8308668076109936,0.0436623228195235,0.8325596585603608,0.8659202077681148,393,17,143,12405,Models\XGBoost_model-20230629_191728.pickle,0.008,1800,14.0,3.0,0.1,0.5,1.0,1.0,1.0,,1.0,
20230629_192500,XGBoost,0.9999244947509685,0.9799477095283524,0.9877295878993672,0.9564164648910412,0.7369402985074627,0.8324552160168599,0.0441258068813815,0.833768172699569,0.867745628242622,395,18,141,12404,Models\XGBoost_model-20230629_192500.pickle,0.008,1800,14.0,3.0,0.1,0.5,1.0,1.0,1.0,,1.0,
20230629_193245,XGBoost,0.9999263359064254,0.9804098469975032,0.9876524154962184,0.9607843137254902,0.7313432835820896,0.8305084745762712,0.0438160720051334,0.8324955851002127,0.8650276231145031,392,16,144,12406,Models\XGBoost_model-20230629_193245.pickle,0.008,1800,14.0,3.0,0.1,0.5,1.0,1.0,1.0,,1.0,
20230629_194009,XGBoost,0.999921804518966,0.9801377010455692,0.9876524154962184,0.9607843137254902,0.7313432835820896,0.8305084745762712,0.0438094338310691,0.8324955851002127,0.8650276231145031,392,16,144,12406,Models\XGBoost_model-20230629_194009.pickle,0.008,1800,14.0,3.0,0.1,0.5,1.0,1.0,1.0,,1.0,
20230629_195356,XGBoost,0.99998362622914,0.980881596685707,0.9876524154962184,0.9563106796116504,0.7350746268656716,0.8312236286919832,0.0442908959925181,0.8326286997220274,0.8668127924217265,394,18,142,12404,Models\XGBoost_model-20230629_195356.pickle,0.008,1800,14.0,2.0,0.1,0.5,1.0,1.0,1.0,,1.0,
20230629_200324,XGBoost,0.9999836083538444,0.980363738384234,0.9874208982867726,0.9559902200488998,0.7294776119402985,0.8275132275132274,0.0445397760601943,0.8292020483557685,0.86401428495904,391,18,145,12404,Models\XGBoost_model-20230629_200324.pickle,0.008,1800,14.0,2.0,0.1,0.5,1.0,1.0,1.0,,1.0,
20230630_103626,XGBoost,1.0,0.9801057103790338,0.9871893810773268,0.8952991452991453,0.7817164179104478,0.8346613545816733,0.044061003668578,0.8300919576933262,0.8888859017583152,419,49,117,12373,Models\XGBoost_model-20230630_103626.pickle,0.008,1800,14.0,3.0,0.1,0.7,1.0,1.0,1.0,,21.964111652636245,
20230630_104900,XGBoost,1.0,0.9801057103790338,0.9871893810773268,0.8952991452991453,0.7817164179104478,0.8346613545816733,0.044061003668578,0.8300919576933262,0.8888859017583152,419,49,117,12373,Models\XGBoost_model-20230630_104900.pickle,0.008,1800,14.0,3.0,0.1,0.7,1.0,1.0,1.0,,21.964111652636245,
20230630_111056,XGBoost,1.0,0.9807635466204638,0.987112208674178,0.9002169197396963,0.7742537313432836,0.8324974924774323,0.043569052333106,0.8283730974541661,0.8852753119765846,415,46,121,12376,Models\XGBoost_model-20230630_111056.pickle,0.008,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_111855,XGBoost,1.0,0.9807635466204638,0.987112208674178,0.9002169197396963,0.7742537313432836,0.8324974924774323,0.043569052333106,0.8283730974541661,0.8852753119765846,415,46,121,12376,Models\XGBoost_model-20230630_111855.pickle,0.008,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_112612,XGBoost,1.0,0.9807635466204638,0.987112208674178,0.9002169197396963,0.7742537313432836,0.8324974924774323,0.043569052333106,0.8283730974541661,0.8852753119765846,415,46,121,12376,Models\XGBoost_model-20230630_112612.pickle,0.008,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_113337,XGBoost,1.0,0.9807635466204638,0.987112208674178,0.9002169197396963,0.7742537313432836,0.8324974924774323,0.043569052333106,0.8283730974541661,0.8852753119765846,415,46,121,12376,Models\XGBoost_model-20230630_113337.pickle,0.008,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_114100,XGBoost,1.0,0.9807635466204638,0.987112208674178,0.9002169197396963,0.7742537313432836,0.8324974924774323,0.043569052333106,0.8283730974541661,0.8852753119765846,415,46,121,12376,Models\XGBoost_model-20230630_114100.pickle,0.008,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_114817,XGBoost,1.0,0.9807635466204638,0.987112208674178,0.9002169197396963,0.7742537313432836,0.8324974924774323,0.043569052333106,0.8283730974541661,0.8852753119765846,415,46,121,12376,Models\XGBoost_model-20230630_114817.pickle,0.008,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_115724,XGBoost,1.0,0.9807847235405648,0.98757524309307,0.9102844638949672,0.7761194029850746,0.837865055387714,0.0442033015217116,0.8343059909825118,0.8864094036338994,416,41,120,12381,Models\XGBoost_model-20230630_115724.pickle,0.012,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_120422,XGBoost,1.0,0.9807847235405648,0.98757524309307,0.9102844638949672,0.7761194029850746,0.837865055387714,0.0442033015217116,0.8343059909825118,0.8864094036338994,416,41,120,12381,Models\XGBoost_model-20230630_120422.pickle,0.012,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_121156,XGBoost,1.0,0.9807847235405648,0.98757524309307,0.9102844638949672,0.7761194029850746,0.837865055387714,0.0442033015217116,0.8343059909825118,0.8864094036338994,416,41,120,12381,Models\XGBoost_model-20230630_121156.pickle,0.012,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_121907,XGBoost,1.0,0.9807847235405648,0.98757524309307,0.9102844638949672,0.7761194029850746,0.837865055387714,0.0442033015217116,0.8343059909825118,0.8864094036338994,416,41,120,12381,Models\XGBoost_model-20230630_121907.pickle,0.012,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_122604,XGBoost,1.0,0.9807847235405648,0.98757524309307,0.9102844638949672,0.7761194029850746,0.837865055387714,0.0442033015217116,0.8343059909825118,0.8864094036338994,416,41,120,12381,Models\XGBoost_model-20230630_122604.pickle,0.012,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_123303,XGBoost,1.0,0.9807847235405648,0.98757524309307,0.9102844638949672,0.7761194029850746,0.837865055387714,0.0442033015217116,0.8343059909825118,0.8864094036338994,416,41,120,12381,Models\XGBoost_model-20230630_123303.pickle,0.012,1800,14.0,3.0,0.1,0.7,0.8,0.8,0.8,,21.964111652636245,
20230630_133840,XGBoost,0.9999993050382452,0.9705446844132072,0.9872665534804754,0.958139534883721,0.7370304114490162,0.8331648129423661,0.4589599327986057,0.8343596011560617,0.867789340735396,412,18,147,12381,Models\XGBoost_model-20230630_133840.pickle,,100,,,,,,,,,,
20230630_134536,XGBoost,0.9999991654721992,0.9751962335322903,0.9860317950300972,0.9443254817987152,0.7399328859060402,0.8297271872060207,0.503465138403319,0.8292138899104889,0.8689148331811385,441,26,155,12336,Models\XGBoost_model-20230630_134536.pickle,,100,,,,,,,,,,
20230630_134618,XGBoost,0.9999929268111086,0.9799746498501748,0.9868806914647322,0.9389978213507624,0.7521815008726004,0.8352713178294573,0.4728678095500786,0.8340588253594806,0.8749603507592716,431,28,142,12357,Models\XGBoost_model-20230630_134618.pickle,,100,,,,,,,,,,
20230630_134825,XGBoost,0.9999905322380817,0.967030928335894,0.987343725883624,0.9357142857142856,0.7415094339622641,0.8273684210526315,0.4561783574483111,0.8268794014142821,0.8696684601417372,393,27,137,12401,Models\XGBoost_model-20230630_134825.pickle,,100,,,,,,,,,,
20230630_135222,XGBoost,0.9999983133013344,0.9733654492146072,0.987343725883624,0.950354609929078,0.7376146788990826,0.8305785123966942,0.4561783574483111,0.8312594503204188,0.8679614520734034,402,21,143,12392,Models\XGBoost_model-20230630_135222.pickle,,100,,,,,,,,,,
20230630_135348,XGBoost,0.9999957412122432,0.9783875637662472,0.98757524309307,0.95,0.7689713322091062,0.8499534016775395,0.4478336313974274,0.8486797845335621,0.8835151849076263,456,24,137,12341,Models\XGBoost_model-20230630_135348.pickle,,100,,,,,,,,,,
20230630_135456,XGBoost,0.9999972807304291,0.9706576827536078,0.9868806914647322,0.9503386004514672,0.7398945518453427,0.8320158102766798,0.4728678095500786,0.8323063855645969,0.8690593915090786,421,22,148,12367,Models\XGBoost_model-20230630_135456.pickle,,100,,,,,,,,,,
20230630_135816,XGBoost,0.9999990151927204,0.9750896249768852,0.9878067603025158,0.9321266968325792,0.762962962962963,0.8391038696537678,0.4394889053465436,0.8373459401781288,0.8802735575001641,412,30,128,12388,Models\XGBoost_model-20230630_135816.pickle,,100,,,,,,,,,,
20230630_135853,XGBoost,0.999998011109532,0.9749417199079156,0.9869578638678808,0.9414634146341464,0.7269303201506592,0.8204038257173221,0.470086234199784,0.8210860217671714,0.8624995207416207,386,24,145,12403,Models\XGBoost_model-20230630_135853.pickle,,100,,,,,,,,,,
20230630_140152,XGBoost,0.9999983564339734,0.9717496239995852,0.9861861398363944,0.9357601713062098,0.7457337883959044,0.8300094966761633,0.4979019877027298,0.8286689877416159,0.8716544790670113,437,30,149,12342,Models\XGBoost_model-20230630_140152.pickle,,100,,,,,,,,,,
20230630_140253,XGBoost,0.9999919317333616,0.9799483840352988,0.987343725883624,0.9367945823927766,0.7531760435571688,0.8350100603621731,0.4561783574483111,0.833844637109517,0.8754596265178445,415,28,136,12379,Models\XGBoost_model-20230630_140253.pickle,,100,,,,,,,,,,
20230630_140336,XGBoost,0.9999880904831472,0.9648762063170296,0.9851057261923136,0.9493087557603688,0.7066895368782161,0.8102261553588987,0.5368440426068538,0.8121294179733622,0.8524558795502192,412,22,171,12353,Models\XGBoost_model-20230630_140336.pickle,,100,,,,,,,,,,
20230630_140424,XGBoost,0.9999987954917412,0.9733099790668456,0.9854144158049082,0.9295454545454546,0.7213403880070547,0.8123138033763655,0.5257177412056756,0.8118621021832112,0.8594192860864908,409,31,158,12360,Models\XGBoost_model-20230630_140424.pickle,,100,,,,,,,,,,
20230630_140453,XGBoost,0.9999984837655612,0.9769735339615097,0.9877295878993672,0.9447004608294932,0.7522935779816514,0.8375893769152196,0.4422704806968382,0.8371243590735884,0.8751800605609539,410,24,135,12389,Models\XGBoost_model-20230630_140453.pickle,,100,,,,,,,,,,
20230630_140829,XGBoost,0.9999975761075032,0.9774439778981296,0.986494829448989,0.9443254817987152,0.747457627118644,0.8344370860927153,0.4867756863015515,0.8336468588737308,0.8726777139474203,441,26,149,12342,Models\XGBoost_model-20230630_140829.pickle,,100,,,,,,,,,,
20230630_140913,XGBoost,0.9999983719551152,0.9702505332962176,0.9883469671245564,0.9329004329004328,0.7822141560798548,0.8509378084896347,0.4200178778944816,0.8484747044573333,0.8898577832869654,431,31,120,12376,Models\XGBoost_model-20230630_140913.pickle,,100,,,,,,,,,,
20230630_141049,XGBoost,0.9999984946550712,0.9698976383288316,0.9878839327056644,0.9365079365079364,0.7619926199261993,0.8402848423194303,0.436707329996249,0.8388505968568871,0.879868732643512,413,28,129,12388,Models\XGBoost_model-20230630_141049.pickle,,100,,,,,,,,,,
20230630_141147,XGBoost,0.9999960759898132,0.9726377953625792,0.9882697947214076,0.9540229885057472,0.7586837294332724,0.845213849287169,0.4227994532447762,0.8451534393916088,0.8785361278702902,415,20,132,12391,Models\XGBoost_model-20230630_141147.pickle,,100,,,,,,,,,,
20230630_162200,XGBoost,0.9999991060956231,0.973206363929666,0.9862633122395432,0.9321266968325792,0.7357142857142858,0.8223552894211577,0.4951204123524352,0.8214939498178853,0.8666472702970525,412,30,148,12368,Models\XGBoost_model-20230630_162200.pickle,,100,,,,,,,,,,
20230630_162501,XGBoost,0.9999990684965304,0.9738806024726148,0.9858774502238,0.9493670886075948,0.7389162561576355,0.8310249307479225,0.5090282891039082,0.830825729810322,0.8684863894765018,450,24,159,12325,Models\XGBoost_model-20230630_162501.pickle,,100,,,,,,,,,,
20230630_162548,XGBoost,0.9999937771699906,0.9701740260959032,0.9858774502238,0.9242761692650334,0.7358156028368794,0.8193484698914116,0.5090282891039081,0.8178198816857812,0.8665361699838746,415,34,149,12360,Models\XGBoost_model-20230630_162548.pickle,,100,,,,,,,,,,
